"","V1","V2","V3","year","hr","uhr","presc_rate","population","white_pop","black_pop","other_pop","income","rural_urban","deaths"
"289","Davidson County","TN",47037,"2013",30.1977268243828,3.79368427441995,103.6,658990,431740,185673,41577,47335,"1",28
"290","Hamilton County","TN",47065,"2013",90.0092589142131,18.3458362118141,145.4,348853,264300,69411,15142,46702,"2",26
"291","Knox County","TN",47093,"2013",35.1094356608338,6.52675406515501,125.8,444325,384292,39974,20059,47694,"2",58
"292","Roane County","TN",47145,"2013",7.54218912039219,0,178.9,53035,50289,1360,1386,42223,"2",14
"293","Shelby County","TN",47157,"2013",16.416317819913,2.984785058166,80.8,938091,396415,501300,40376,46250,"1",39
"294","Bexar County","TX",48029,"2013",11.0314940923879,2.63438664892846,66.3,1822056,1556046,149497,116513,50112,"1",77
"295","Collin County","TX",48085,"2013",8.50718682481488,1.16536805819382,64.7,858098,642831,80280,134987,82762,"1",23
"296","Dallas County","TX",48113,"2013",11.7347700025405,2.01628350559115,63.3,2479810,1690203,572862,216745,49481,"1",93
"297","Denton County","TX",48121,"2013",4.25659291318473,0.686547244062053,70.5,728282,582346,67707,78229,74155,"1",18
"298","El Paso County","TX",48141,"2013",16.6021428794853,1.80458074777014,42.5,831218,768021,32237,30960,40157,"2",27
"299","Galveston County","TX",48167,"2013",8.80359186548112,1.63029478990391,94.6,306693,246505,41913,18275,61877,"1",12
"300","Harris County","TX",48201,"2013",7.5686417140742,1.31128443070586,58.2,4346883,3072640,849174,425069,53137,"1",80
"301","Lubbock County","TX",48303,"2013",21.3813747534245,6.89721766239499,94.9,289972,252348,22927,14697,44397,"2",13
"302","Montgomery County","TX",48339,"2013",94.7988880671649,20.2424686993312,80.7,498951,449787,22833,26331,67766,"1",10
"303","Nueces County","TX",48355,"2013",9.92265995327845,1.41752285046835,95.9,352728,322349,15246,15133,47057,"2",27
"304","Tarrant County","TX",48439,"2013",10.143785545733,1.67320173950236,80.7,1912501,1446370,304610,161521,56853,"1",35
"305","Travis County","TX",48453,"2013",14.8981041047399,3.74682857723998,64.3,1120948,907384,100170,113394,58025,"1",25
"306","Webb County","TX",48479,"2013",1.51765795025117,0,31,263564,257631,1705,4228,39449,"2",14
"307","Davis County","UT",49011,"2013",8.98400228007782,1.2391727282866,75.9,322796,300054,4516,18226,69707,"2",11
"308","Salt Lake County","UT",49035,"2013",17.4876776641644,2.96087664155165,83.8,1080761,960161,20676,99924,60555,"1",60
"309","Utah County","UT",49049,"2013",7.24131313972476,0.724131313972476,67.3,552386,517897,3855,30634,60196,"2",34
"310","Weber County","UT",49057,"2013",15.0925677488597,2.51542795814328,96.5,238528,221811,3747,12970,54974,"2",13
"311","Chittenden County","VT",50007,"2013",18.7578548517192,4.37683279873447,46.2,159933,146930,3772,9231,63989,"2",11
"312","Chesterfield County","VA",51041,"2013",8.53697577633123,1.21956796804732,80.7,327985,230175,75814,21996,72088,"1",19
"313","Culpeper County","VA",51047,"2013",6.19041723412158,2.06347241137386,84,48462,38325,7646,2491,64423,"1",10
"314","Fairfax County","VA",51059,"2013",9.62435863362362,1.23615615477735,35.9,1132543,762942,111584,258017,110292,"1",21
"315","Henrico County","VA",51087,"2013",8.14021202121464,0.313085077739025,82.8,319402,190841,95422,33139,61048,"1",13
"316","Prince William County","VA",51153,"2013",7.29708960141928,1.14017025022176,46.2,438531,284584,94073,59874,98071,"1",15
"317","Spotsylvania County","VA",51177,"2013",5.47820846931029,0,86.7,127779,99573,20095,8111,78345,"1",10
"318","Stafford County","VA",51179,"2013",0.729548919902824,0,63.5,137071,102476,24287,10308,97110,"1",10
"319","Chesapeake city","VA",51550,"2013",9.5394608470174,1.30083557004783,77.9,230621,145484,69368,15769,69743,"1",15
"320","Newport News city","VA",51700,"2013",19.2783295052079,2.75404707217256,79.1,181551,92192,75225,14134,51027,"1",12
"321","Norfolk city","VA",51710,"2013",16.7232265222215,2.44730144227632,73.2,245168,120223,105992,18953,44747,"1",20
"322","Richmond city","VA",51760,"2013",39.3072564002976,6.5512094000496,72.6,213701,94011,108602,11088,40496,"1",19
"323","Roanoke city","VA",51770,"2013",25.2311170320132,5.04622340640265,131.3,99084,64831,28758,5495,38145,"2",10
"324","Virginia Beach city","VA",51810,"2013",16.9414450160944,2.45205125232945,69.6,448604,309489,89586,49529,65219,"1",26
"325","Clark County","WA",53011,"2013",56.5144168277328,10.1725950289919,65.9,442365,388346,9213,44806,58225,"1",23
"326","King County","WA",53033,"2013",20.1380925707057,4.93676541175067,57.7,2045874,1445104,135975,464795,71811,"1",99
"327","Kitsap County","WA",53035,"2013",12.642524712185,3.16063117804626,72,253114,211709,7258,34147,62413,"2",12
"328","Pierce County","WA",53053,"2013",17.9570716047392,3.78686544045521,72.8,818619,627448,59624,131547,59204,"1",61
"329","Snohomish County","WA",53061,"2013",11.2732914253198,3.08673455693281,86.6,745124,601522,22454,121148,68381,"1",41
"330","Spokane County","WA",53063,"2013",21.8987692891659,2.91983590522213,93,479479,431886,8850,38743,49233,"2",18
"331","Thurston County","WA",53067,"2013",13.7124051558643,1.14270042965536,75.2,262536,219083,8502,34951,62229,"2",12
"332","Berkeley County","WV",54003,"2013",5.53092246568524,1.84364082189508,117.3,108481,96211,7916,4354,53515,"2",13
"333","Cabell County","WV",54011,"2013",30.9476160019806,5.15793600033011,149.7,96938,88627,4868,3443,38374,"2",16
"334","Kanawha County","WV",54039,"2013",15.6736536331529,4.17964096884078,156.1,191404,170372,14264,6768,46085,"2",11
"335","Dane County","WI",55025,"2013",24.3133917769756,6.4704994245177,63.8,510007,440029,27475,42503,61721,"2",21
"336","Kenosha County","WI",55059,"2013",7.16110089991168,1.19351681665195,79.7,167572,147458,12020,8094,54930,"1",14
"337","Milwaukee County","WI",55079,"2013",30.9391387421777,7.42121233342775,92.3,956717,625045,260663,71009,43193,"1",72
"338","Racine County","WI",55101,"2013",9.75484533436016,3.08047747400847,91.7,194775,164289,22617,7869,54090,"2",20
"339","Walworth County","WI",55127,"2013",5.82722284271354,0,72.9,102965,98982,1198,2785,54020,"3",12
"340","Waukesha County","WI",55133,"2013",10.6583024369447,2.79146016205695,79.9,394059,370111,5240,18708,75850,"1",17
"341","Baldwin County","AL",1003,"2014",11.5146812185537,1.00127662770032,143.5,199745,174273,18805,6667,50183,"2",12
"342","Jefferson County","AL",1073,"2014",69.5736002291836,13.338729455704,130.2,659733,355382,284064,20287,45239,"1",95
"343","Mobile County","AL",1097,"2014",19.3077216405771,3.13750476659378,158.5,414342,249001,146815,18526,43844,"2",15
"344","Shelby County","AL",1117,"2014",76.2172921015583,14.0783533181222,110.5,205990,173897,24233,7860,69723,"1",13
"345","Anchorage Municipality","AK",2020,"2014",25.2971583968259,5.3257175572265,68,300429,198831,18221,83377,78121,"2",22
"346","Maricopa County","AZ",4013,"2014",14.6672409499573,3.33012482336259,77.9,4083931,3447658,234432,401841,53689,"1",157
"347","Mohave County","AZ",4015,"2014",11.3308865187083,1.47794171983151,142.2,202985,187399,2489,13097,38456,"2",24
"348","Pima County","AZ",4019,"2014",14.753423442193,3.98741174113324,84.2,1003157,858901,40717,103539,46233,"2",107
"349","Pulaski County","AR",5119,"2014",27.2519120909348,2.80159843925498,117.5,392633,231741,141991,18901,46410,"2",10
"350","Alameda County","CA",6001,"2014",10.1313470092015,1.926820596842,38,1608868,830760,194912,583196,73775,"1",29
"351","Butte County","CA",6007,"2014",16.0732942216507,5.35776474055024,143.9,223974,194464,3842,25668,43165,"2",14
"352","Contra Costa County","CA",6013,"2014",11.7223145980689,1.62308971357877,51.8,1108996,748616,106128,254252,79799,"1",35
"353","Fresno County","CA",6019,"2014",8.09841862802406,2.69947287600802,66.1,963151,745345,56154,161652,45201,"2",30
"354","Humboldt County","CA",6023,"2014",8.16841792596443,2.22775034344484,113.6,134665,113211,1741,19713,42153,"8",16
"355","Kern County","CA",6029,"2014",5.61837690824159,1.1466075322942,64.4,872138,723151,54503,94484,48574,"2",43
"356","Kings County","CA",6031,"2014",54.1194235279183,12.6946795929685,78.5,149669,121955,10866,16848,47341,"2",12
"357","Los Angeles County","CA",6037,"2014",7.03314868006773,1.45033856961849,39.8,10066615,7181276,923209,1962130,55870,"1",169
"358","Monterey County","CA",6053,"2014",8.14139036338514,1.16305576619788,60.3,429902,355851,15167,58884,58582,"2",10
"359","Orange County","CA",6059,"2014",16.2708594012707,3.19036458848444,47.6,3134438,2308206,64242,761990,75998,"1",69
"360","Riverside County","CA",6065,"2014",5.7697565722479,0.947273467085476,56.9,2322455,1871910,163022,287523,56592,"1",115
"361","Sacramento County","CA",6067,"2014",14.81594737159,3.11202547531115,60.1,1478137,956910,160814,360413,55615,"1",45
"362","San Bernardino County","CA",6071,"2014",6.36296941738468,0.854727235171076,58.7,2105935,1630888,200895,274152,54100,"1",43
"363","San Diego County","CA",6073,"2014",11.7219048647746,2.91513340877903,46.7,3258856,2489562,180483,588811,63996,"1",95
"364","San Francisco County","CA",6075,"2014",14.5809619672069,3.2924752829177,38.6,850424,460360,48934,341130,78378,"1",34
"365","San Joaquin County","CA",6077,"2014",9.11362304372576,1.68251502345706,69.4,713218,486923,57902,168393,53253,"2",19
"366","San Luis Obispo County","CA",6079,"2014",10.7574306952527,1.79290511587546,86,278877,248711,5935,24231,59454,"2",16
"367","San Mateo County","CA",6081,"2014",10.0420311857921,2.90690376430824,36.1,756819,474477,21966,260376,91421,"1",15
"368","Santa Barbara County","CA",6083,"2014",13.6192467194639,2.49686189856839,62.4,440553,379113,10608,50832,63409,"2",10
"369","Santa Clara County","CA",6085,"2014",12.0117005604755,3.49238870921313,28.9,1889824,1064534,54165,771125,93854,"1",24
"370","Santa Cruz County","CA",6087,"2014",14.0236409062224,4.05947499916965,70.3,270971,238159,3793,29019,66923,"2",30
"371","Solano County","CA",6095,"2014",8.84541702649668,1.16387066138114,52.9,429601,260492,64119,104990,67341,"2",19
"372","Sonoma County","CA",6097,"2014",10.6176677992179,2.40400025642669,65.5,499168,437156,9471,52541,63799,"2",20
"373","Stanislaus County","CA",6099,"2014",10.759711111195,1.69890175439921,103.9,529754,446675,17353,65726,49573,"2",14
"374","Tulare County","CA",6107,"2014",5.04258794382996,0.876971816318253,78.8,456115,403558,9802,42755,42863,"2",16
"375","Ventura County","CA",6111,"2014",8.88543475839911,1.77708695167982,60.2,844078,717063,18821,108194,77335,"2",25
"376","Adams County","CO",8001,"2014",28.9314511932663,8.53373740233033,60.6,480446,418115,17633,44698,57421,"1",46
"377","Arapahoe County","CO",8005,"2014",23.7745974087306,4.20503083419725,66.7,618307,484500,67750,66057,62213,"1",29
"378","Boulder County","CO",8013,"2014",23.3074928800398,6.06633376329804,53.6,313204,284992,3409,24803,69407,"2",16
"379","Denver County","CO",8031,"2014",20.8325470808016,5.88745895761784,48.2,662425,534723,68066,59636,51800,"1",47
"380","Douglas County","CO",8035,"2014",71.1154006114655,13.9690965486807,55.9,314981,287975,4086,22920,102626,"1",14
"381","El Paso County","CO",8041,"2014",18.4110091798499,3.47092796013564,75.1,662647,556291,45026,61330,57487,"2",57
"382","Jefferson County","CO",8059,"2014",82.0997503022845,15.7402571385643,81.4,559076,516152,6886,36038,69698,"1",29
"383","Larimer County","CO",8069,"2014",19.4019876258434,3.69561669063685,78.5,324709,302922,3349,18438,58844,"2",24
"384","Pueblo County","CO",8101,"2014",17.9733498605516,3.71862410907964,125,161350,146483,3876,10991,41974,"2",19
"385","Weld County","CO",8123,"2014",8.69051972929031,0.724209977440859,69.8,276163,257729,3811,14623,58100,"2",15
"386","Fairfield County","CT",9001,"2014",13.4578662817929,3.07305608009444,50.7,943686,753863,114808,75015,83163,"2",56
"387","Hartford County","CT",9003,"2014",18.2983024977183,3.2356754416697,66.5,896258,688848,135481,71929,65499,"1",92
"388","Litchfield County","CT",9005,"2014",6.48263194857112,1.08043865809519,71.1,185110,174891,3347,6872,72068,"3",29
"389","Middlesex County","CT",9007,"2014",192.033058855702,40.1081705204947,73.5,164555,147366,8791,8398,77931,"1",15
"390","New Haven County","CT",9009,"2014",16.9465163301739,3.13394480078558,75.4,861534,679523,122184,59827,61646,"2",84
"391","New London County","CT",9011,"2014",13.600291119745,1.83787717834393,79.6,272053,228885,18287,24881,66693,"2",34
"392","Tolland County","CT",9013,"2014",3.29471922402773,0,54.5,151758,136789,5454,9515,79988,"1",14
"393","Windham County","CT",9015,"2014",7.69763682549457,0.855292980610508,82.4,116919,108582,3329,5008,59218,"2",18
"394","Kent County","DE",10001,"2014",153.533896678666,24.4258471988787,94.4,171949,117383,43447,11119,55169,"2",26
"395","New Castle County","DE",10003,"2014",23.3580977454909,5.97532733024186,81.2,552271,369860,137931,44480,64857,"1",39
"396","Sussex County","DE",10005,"2014",13.2872707945788,2.37272692760336,113.8,210728,173841,27148,9739,53505,"2",20
"397","District of Columbia","DC",11001,"2014",15.4778795305043,2.88313442234884,40.1,659005,287733,323219,48053,69235,"1",41
"398","Brevard County","FL",12009,"2014",12.7400192715221,3.22986404066758,97,557299,467533,59118,30648,48483,"2",23
"399","Broward County","FL",12011,"2014",8.41649311000142,1.28659767286646,54.7,1865385,1205042,544093,116250,51574,"1",53
"400","Citrus County","FL",12017,"2014",5.02642463235294,0.718060661764706,107.2,139264,130133,4185,4946,38109,"2",11
"401","Collier County","FL",12021,"2014",8.62319236330084,0.862319236330084,62,347899,312154,25199,10546,56250,"2",24
"402","Duval County","FL",12031,"2014",15.249807429439,2.00362433379491,95.1,898372,555542,271076,71754,47582,"1",67
"403","Hillsborough County","FL",12057,"2014",16.4753901706456,3.94801976439433,72.9,1317116,992498,230506,94112,50122,"1",51
"404","Lake County","FL",12069,"2014",59.5583180477544,11.087984742933,87.1,315657,267378,33261,15018,45465,"1",12
"405","Lee County","FL",12071,"2014",14.305771862759,1.47482184152154,68.8,678048,590926,61167,25955,47908,"2",38
"406","Manatee County","FL",12081,"2014",7.96103641321191,0.852968187129847,82.3,351713,304203,32559,14951,49228,"2",33
"407","Marion County","FL",12083,"2014",106.464865119928,23.2984053863554,89.6,339079,281047,44689,13343,39339,"2",18
"408","Miami-Dade County","FL",12086,"2014",4.16151320118217,0.637348868649522,34.4,2667299,2079621,504103,83575,43099,"1",35
"409","Orange County","FL",12095,"2014",40.6818274276881,7.97682890738981,50.8,1253631,861811,282026,109794,47556,"1",96
"410","Osceola County","FL",12097,"2014",6.100595610782,0.321083979514842,60.1,311445,249140,41886,20419,44551,"1",26
"411","Palm Beach County","FL",12099,"2014",8.51504730502331,1.64576544550871,63.3,1397526,1061347,265708,70471,52878,"1",50
"412","Pasco County","FL",12101,"2014",9.2698070026182,2.05995711169293,90.7,485447,435067,26742,23638,44518,"1",45
"413","Pinellas County","FL",12103,"2014",11.0938421708942,1.60007339003282,88.9,937457,780396,101999,55062,45574,"1",64
"414","Polk County","FL",12105,"2014",26.144532012877,5.51240132801623,74.7,634932,506364,99535,29033,43063,"2",21
"415","Sarasota County","FL",12115,"2014",14.3744467729367,1.51309966030913,85.1,396537,363670,19498,13369,50304,"2",21
"416","Seminole County","FL",12117,"2014",7.91271596062633,2.03469838987534,59.3,442326,357045,53719,31562,57875,"1",22
"417","Volusia County","FL",12127,"2014",10.2379738262261,1.18130467225686,86.9,507913,429843,56365,21705,41714,"2",21
"418","Cobb County","GA",13067,"2014",8.91453837777345,1.0971739541875,65,729146,471459,199363,58324,64657,"1",36
"419","DeKalb County","GA",13089,"2014",9.96381198840323,3.04449810756765,48.6,722615,259702,399415,63498,50799,"1",26
"420","Fulton County","GA",13121,"2014",13.275110575637,1.50853529268602,52.3,994342,461953,443079,89310,56642,"1",60
"421","Gwinnett County","GA",13135,"2014",5.14040149962646,0.571155722180718,49.4,875418,509086,236243,130089,60329,"1",26
"422","Paulding County","GA",13223,"2014",2.01393644016595,0,63,148962,117006,26613,5343,61153,"1",12
"423","Honolulu County","HI",15003,"2014",7.18197506337334,1.82078241043268,38,988586,221054,25722,741810,73581,"2",18
"424","Ada County","ID",16001,"2014",26.4996951362506,3.98667979925895,81.5,426420,394604,5216,26600,55805,"2",10
"425","Champaign County","IL",17019,"2014",17.4210969484045,2.41959679838952,72,206646,152323,26629,27694,46680,"2",20
"426","Cook County","IL",17031,"2014",10.8412380846586,2.09953554456417,45.2,5239254,3445809,1283134,510311,54828,"1",383
"427","DuPage County","IL",17043,"2014",17.6959070975602,4.5044127157426,51.3,932419,757738,47471,127210,79016,"1",50
"428","Kane County","IL",17089,"2014",7.97514792000547,2.46849816571598,46,526636,458860,31561,36215,70514,"1",22
"429","Kankakee County","IL",17091,"2014",13.4576219484842,1.79434959313123,86,111461,90570,17187,3704,51000,"2",10
"430","Lake County","IL",17097,"2014",26.7289584094564,4.97613587410092,57.5,703357,579694,52354,71309,77873,"1",46
"431","McHenry County","IL",17111,"2014",7.4979869535027,1.30399773104395,72.7,306749,288081,4324,14344,76345,"1",22
"432","McLean County","IL",17113,"2014",12.0798651656955,1.72569502367078,64.2,173843,146415,13293,14135,61955,"2",14
"433","Madison County","IL",17119,"2014",52.8808829982336,6.00066757426764,116.5,266637,235895,22208,8534,53912,"1",52
"434","Peoria County","IL",17143,"2014",32.5729420308428,8.00973984364988,87.6,187272,139882,34222,13168,51454,"2",18
"435","St. Clair County","IL",17163,"2014",20.7088449359344,2.25914672028375,79.5,265587,174353,80633,10601,50728,"1",25
"436","Sangamon County","IL",17167,"2014",35.6857442990767,7.53924175332606,111.1,198959,165486,24673,8800,55565,"2",14
"437","Tazewell County","IL",17179,"2014",2.95057056658331,1.47528528329166,99.8,135567,130579,1623,3365,57052,"2",11
"438","Will County","IL",17197,"2014",7.00618441737008,1.16769740289501,58.4,685109,552726,80385,51998,76142,"1",51
"439","Winnebago County","IL",17201,"2014",32.9130852033162,9.00779173985497,102.5,288639,234713,37220,16706,47523,"2",52
"440","Allen County","IN",18003,"2014",32.2968242368507,6.29514370718276,85.8,365361,295959,44150,25252,49124,"2",13
"441","Delaware County","IN",18035,"2014",95.1874592666278,20.5810722738655,129,116612,104000,8232,4380,37900,"2",11
"442","Hendricks County","IN",18063,"2014",10.8933159894655,0.640783293497972,82.7,156059,139662,9308,7089,68342,"1",10
"443","Lake County","IN",18089,"2014",38.3226111559567,7.13452867265152,89.2,490572,347670,124107,18795,49617,"1",30
"444","Marion County","IN",18097,"2014",38.6421925644286,8.45632468861458,84.7,934212,616453,261540,56219,42378,"1",59
"445","Porter County","IN",18127,"2014",8.36640053544963,2.39040015298561,100.8,167336,155595,6144,5597,62818,"1",30
"446","St. Joseph County","IN",18141,"2014",15.6938943277782,0.747328301322771,90.6,267620,217104,35321,15195,45012,"2",22
"447","Polk County","IA",19153,"2014",36.1042237591892,7.6123363347688,94,459780,397130,30580,32070,59844,"2",14
"448","Johnson County","KS",20091,"2014",27.9220416596862,7.15502317529458,73.7,573024,502352,27745,42927,75017,"1",12
"449","Sedgwick County","KS",20173,"2014",25.7536379471008,7.66711358730483,109.2,508666,413092,47855,47719,50326,"2",25
"450","Boone County","KY",21015,"2014",69.1931443114487,16.7017934544876,97.5,125735,115994,3831,5910,67286,"1",18
"451","Campbell County","KY",21037,"2014",15.3022188217292,8.74412504098809,96.5,91490,86109,2690,2691,54482,"1",26
"452","Fayette County","KY",21067,"2014",41.193981816719,9.97666747123662,73.6,310725,243404,46927,20394,48667,"2",38
"453","Jefferson County","KY",21111,"2014",60.3389233380176,11.5682467401864,95.5,760703,557435,164303,38965,47692,"1",50
"454","Kenton County","KY",21117,"2014",17.7410178450169,3.6705554162104,80.4,163463,149678,7889,5896,54817,"1",42
"455","East Baton Rouge Parish","LA",22033,"2014",14.3541528358423,1.12141819030018,103.8,445864,217596,206585,21683,48535,"2",14
"456","Jefferson Parish","LA",22051,"2014",17.2470093685755,1.60972087440038,119.5,434858,288671,117915,28272,47871,"1",49
"457","Orleans Parish","LA",22071,"2014",13.2689831015598,1.56105683547762,71.9,384355,133441,232464,18450,36964,"1",30
"458","St. Tammany Parish","LA",22103,"2014",15.0390609122613,1.62584442294717,119.1,246026,207631,29034,9361,61942,"1",14
"459","Androscoggin County","ME",23001,"2014",27.9308803813496,6.51720542231491,92,107408,99596,4197,3615,45765,"2",11
"460","Cumberland County","ME",23005,"2014",64.525529213413,13.1826350005897,71.3,288258,267216,8315,12727,59560,"2",11
"461","York County","ME",23031,"2014",44.846177610795,11.4606898338698,79.8,200686,192956,1517,6213,56701,"2",19
"462","Anne Arundel County","MD",24003,"2014",15.7152398538483,2.14298725279749,78.2,559966,427079,92501,40386,89031,"1",81
"463","Baltimore County","MD",24005,"2014",15.3656665674553,1.81484250796716,83.1,826518,524569,229375,72574,66940,"1",121
"464","Carroll County","MD",24013,"2014",24.448419797257,2.38521168753727,81.4,167700,155958,5785,5957,85532,"1",29
"465","Cecil County","MD",24015,"2014",4.89332550401253,0.978665100802505,83.8,102180,91439,6707,4034,65124,"1",21
"466","Charles County","MD",24017,"2014",9.05756079887686,0,87.7,154567,74329,67995,12243,91910,"1",16
