Anchorage Borough, AK	17	301537	5.63778242803e-05	0	0	0
Jefferson County, AL	41	658913	6.22236926575e-05	27842	501807	0.0554834826935
Mobile County, AL	19	414121	4.58803103441e-05	11271	171698	0.0656443289963
Maricopa County, AZ	140	4015328	3.48663919859e-05	29	644	0.0450310559006
Mohave County, AZ	20	202839	9.86003677794e-05	0	13	0.0
Pima County, AZ	86	997418	8.62226268225e-05	265	4212	0.0629154795821
Pinal County, AZ	12	385360	3.11397135146e-05	3348	59773	0.0560119117327
Alameda County, CA	35	1583845	2.20981219753e-05	173	5886	0.0293917770982
Contra Costa County, CA	37	1095959	3.37603870218e-05	10211	151833	0.0672515197618
Fresno County, CA	25	955217	2.61720635206e-05	124	1049	0.118207816969
Humboldt County, CA	11	134640	8.16993464052e-05	2369	15260	0.155242463958
Kern County, CA	28	865787	3.23405179334e-05	3225	46370	0.0695492775501
Lake County, CA	16	63803	0.000250771907277	951	9882	0.0962355798421
Los Angeles County, CA	253	10045175	2.51862212455e-05	14	942	0.0148619957537
Monterey County, CA	20	429109	4.66082044422e-05	324	6021	0.0538116591928
Orange County, CA	52	3120180	1.66657051837e-05	1031	18707	0.0551130592826
Placer County, CA	10	366858	2.72585032901e-05	3982	46487	0.0856583560996
Riverside County, CA	92	2295816	4.0072897828e-05	399	3074	0.129798308393
Sacramento County, CA	53	1462338	3.62433308852e-05	604	8808	0.0685740236149
San Bernardino County, CA	31	2091599	1.4821196606e-05	4229	56388	0.074998226573
San Diego County, CA	96	3223645	2.97799540582e-05	633	18132	0.0349106551952
San Francisco County, CA	35	840715	4.16312305597e-05	282	2416	0.116721854305
San Joaquin County, CA	18	704654	2.55444516032e-05	883	18839	0.0468708530177
San Luis Obispo County, CA	18	276308	6.51446936028e-05	8880	151075	0.0587787522754
San Mateo County, CA	17	750109	2.26633729231e-05	114	7041	0.016190881977
Santa Barbara County, CA	13	436248	2.9799563551e-05	3026	61505	0.0491992520933
Santa Clara County, CA	25	1871140	1.33608388469e-05	1795	52076	0.0344688532145
Shasta County, CA	11	179041	6.14384414743e-05	995	11349	0.0876729227245
Solano County, CA	10	424770	2.35421522236e-05	13	81	0.16049382716
Stanislaus County, CA	15	526119	2.85106601358e-05	84	2129	0.0394551432597
Tulare County, CA	10	454208	2.20163449345e-05	4490	84634	0.0530519649314
Ventura County, CA	24	840964	2.85386770421e-05	0	95	0.0
Adams County, CO	38	470590	8.07496971886e-05	356	2290	0.155458515284
Arapahoe County, CO	19	608403	3.12293003157e-05	0	39	0.0
Boulder County, CO	26	310706	8.36803923967e-05	0	25	0.0
Denver County, CO	33	648411	5.08936461596e-05	1681	18019	0.0932904156723
Douglas County, CO	15	306368	4.89607269689e-05	2848	57864	0.0492188580119
El Paso County, CO	43	655150	6.5633824315e-05	525	10527	0.0498717583357
Jefferson County, CO	19	551731	3.44370716889e-05	50	238	0.210084033613
Larimer County, CO	16	316618	5.053408208e-05	136	1431	0.0950384346611
Pueblo County, CO	25	161240	0.000155048375093	22	49	0.448979591837
Weld County, CO	10	270368	3.69866256362e-05	29	48	0.604166666667
Fairfield County, CT	66	941793	7.00790938136e-05	467	2650	0.176226415094
Hartford County, CT	100	897926	0.000111367751908	7698	144534	0.0532608244427
Litchfield County, CT	22	186609	0.000117893563547	471	17006	0.0276961072563
Middlesex County, CT	14	165301	8.46939824925e-05	792	19240	0.0411642411642
