Anchorage Borough, AK	26	300357	8.65636559161e-05	0	0	0
Baldwin County, AL	14	199713	7.01005943529e-05	206	4078	0.0505149583129
Jefferson County, AL	99	660368	0.000149916410244	25337	485385	0.0521998001586
Mobile County, AL	18	414926	4.3381229424e-05	11273	170414	0.0661506683723
Shelby County, AL	13	206199	6.30458925601e-05	13035	141265	0.092273386897
Maricopa County, AZ	149	4090022	3.64301218918e-05	89	2025	0.043950617284
Mohave County, AZ	17	203331	8.36075168076e-05	0	41	0.0
Pima County, AZ	104	1004244	0.000103560489283	277	5060	0.054743083004
Alameda County, CA	39	1612850	2.41807979663e-05	91	5377	0.0169239352799
Butte County, CA	15	224033	6.69544218932e-05	20399	257055	0.0793565579351
Contra Costa County, CA	33	1111710	2.96840003238e-05	9257	157374	0.058821660503
Fresno County, CA	29	964983	3.0052342891e-05	182	2446	0.0744071954211
Humboldt County, CA	14	134831	0.000103833688098	2360	16071	0.146848360401
Imperial County, CA	10	179332	5.57624963754e-05	378	7417	0.0509640016179
Kern County, CA	39	874190	4.46127272103e-05	3775	51868	0.0727809053752
Kings County, CA	11	150108	7.3280571322e-05	569	9294	0.0612222939531
Los Angeles County, CA	194	10109436	1.91899923992e-05	0	72	0.0
Monterey County, CA	10	431293	2.31860939083e-05	378	7824	0.0483128834356
Orange County, CA	59	3144961	1.8760169045e-05	1516	24210	0.0626187525816
Riverside County, CA	112	2328329	4.81031675506e-05	1870	5593	0.334346504559
Sacramento County, CA	42	1481474	2.83501431682e-05	711	10712	0.0663741598208
San Bernardino County, CA	39	2110386	1.84800316151e-05	4547	56827	0.0800147817059
San Diego County, CA	89	3265700	2.72529626114e-05	639	18382	0.0347622674355
San Francisco County, CA	57	852537	6.68592682781e-05	417	3559	0.117167743748
San Joaquin County, CA	18	715114	2.51708119265e-05	2165	35484	0.0610134144967
San Luis Obispo County, CA	13	279116	4.65756173061e-05	9900	185380	0.0534038191822
San Mateo County, CA	15	758333	1.97802284748e-05	119	8062	0.0147606053089
Santa Clara County, CA	20	1896040	1.05483006688e-05	1848	55850	0.0330886302596
Santa Cruz County, CA	29	271401	0.000106852959274	10341	177992	0.0580981167693
Solano County, CA	18	430791	4.17836027215e-05	11	83	0.132530120482
Sonoma County, CA	20	499674	4.00260970153e-05	0	888	0.0
Stanislaus County, CA	15	531951	2.81980859139e-05	81	2338	0.0346449957228
Tulare County, CA	14	457260	3.06171543542e-05	4642	86955	0.0533839342188
Ventura County, CA	26	846119	3.07285381843e-05	0	30	0.0
Adams County, CO	45	481169	9.35222343917e-05	389	2970	0.130976430976
Arapahoe County, CO	27	619634	4.35741098778e-05	0	22	0.0
Boulder County, CO	16	313864	5.09774934366e-05	0	18	0.0
Denver County, CO	48	663963	7.22931850118e-05	1497	16094	0.0930160308189
Douglas County, CO	13	314850	4.12895029379e-05	2948	68071	0.0433077228188
El Paso County, CO	60	662874	9.05149394908e-05	19	304	0.0625
Jefferson County, CO	25	559042	4.47193591895e-05	41	388	0.105670103093
Larimer County, CO	20	324657	6.16034769002e-05	172	1488	0.115591397849
Pueblo County, CO	20	161759	0.000123640724782	34	103	0.330097087379
Weld County, CO	12	276379	4.3418638898e-05	37	75	0.493333333333
